id_torneio,nome_torneio,cidade_torneio,pais_torneio,continente_torneio,latitude_torneio,longitude_torneio,altitude_torneio,superficie_torneio,total_aces_torneio
2009-506,Buenos Aires,Buenos Aires,Argentina,América do Sul,-34.603684,-58.381559,7.12301302,Clay,122
2009-500,Halle,Halle,Alemanha,Europa,51.49698,11.968803,81.90995026,Grass,362
2009-807,Acapulco,Acapulco,México,América do Norte,23.634501,-102.552784,1999.349609,Clay,268
2009-717,Houston,Houston,EUA,América do Norte,29.760427,-95.369803,14.9013443,Clay,261
2009-891,Chennai,Chennai,Índia,Ásia,13.08268,80.270718,0.761829436,Hard,233
2009-301,Auckland,Auckland,Nova Zelândia,Oceania,-36.850883,174.764488,11.14038277,Hard,340
2009-308,Munich,Munique,Alemanha,Europa,48.135125,11.581981,523.5631714,Clay,262
2009-5012,Johannesburg,Johannesburg,África do Sul,África,-26.204103,28.047305,1739.727783,Hard,333
2009-438,Moscow,Moscou,Rússia,Europa,55.755826,37.6173,147.0406799,Hard,315
2009-328,Basel,Basel,Suíça,Europa,47.559599,7.588576,276.7791138,Hard,536
2009-321,Stuttgart,Stuttgart,Alemanha,Europa,48.775846,9.182932,327.8624878,Clay,250
2009-3348,New Haven,New Haven,EUA,América do Norte,41.308274,-72.927883,12.30588627,Hard,539
2009-741,Eastbourne,Eastbourne,Reino Unido,Europa,50.768035,0.290472,3.894941568,Grass,405
2009-403,Miami Masters,Miami,EUA,América do Norte,25.7082748,-80.1611257,-0.5187706351280212,Hard,946
2009-747,Beijing,Pequim,China,Ásia,39.9042,116.407396,46.6712265,Hard,363
2009-410,Monte Carlo Masters,Monte Carlo,Mônaco,Europa,43.740072,7.426644,110.5124283,Clay,319
2009-439,Umag,Umago,Croácia,Europa,45.437206,13.525721,3.575510502,Clay,191
2009-533,Costa Do Sauipe,Costa Do Sauipe,Brasil,América do Sul,-12.438033,-37.919165,4.36184597,Clay,226
2009-505,Vina del Mar,Vina del Mar,Chile,América do Sul,-33.015348,-71.550028,172.776062,Clay,139
2009-360,Casablanca,Casablanca,Marrocos,África,33.57311,-7.589843,50.53450012,Clay,217
2009-404,Indian Wells Masters,Indian Wells,EUA,América do Norte,33.717631,-116.340755,277.1852417,Hard,970
2009-407,Rotterdam,Rotterdam,Holanda,Europa,51.8820998,4.4848757,-0.519095242023468,Hard,446
2009-402,Memphis,Memphis,EUA,América do Norte,35.149534,-90.04898,72.96620178,Hard,462
2009-560,US Open,Nova Iorque,EUA,América do Norte,40.712775,-74.005973,4.262852192,Hard,2041
2009-568,St. Petersburg,São Petersburgo,Rússia,América do Norte,59.9502805,30.2894237,3.737375259399414,Hard,308
2009-6003,Kuala Lumpur,Kuala Lumpur,Malásia,Ásia,3.139003,101.686855,114.5041733,Hard,338
2009-311,Queen's Club,Londres,Reino Unido,Europa,51.507218,-0.127586,20.33771706,Grass,795
2009-314,Gstaad,Gstaad,Suíça,Europa,46.471759,7.286573,1402.696899,Clay,302
2009-315,Newport,Newport,EUA,América do Norte,41.490102,-71.312828,13.53820419,Grass,409
2009-316,Bastad,Bastad,Suécia,Europa,56.427389,12.847722,88.20202637,Clay,165
2009-496,Marseille,Marselha,França,Europa,43.296482,5.36978,40.33418655,Hard,504
2009-495,Dubai,Dubai,Emirados Árabes Unidos,Ásia,25.204849,55.270783,1.280532718,Hard,335
2009-5053,Belgrade,Belgrado,Sérvia,Europa,44.812545,20.46123,86.74519348,Clay,206
2009-2276,Zagreb,Zagrebe,Croácia,Europa,45.815011,15.981919,213.4449158,Hard,373
2009-1536,Madrid Masters,Madri,Espanha,Europa,40.416775,-3.70379,667.6986694,Clay,508
2009-352,Paris Masters,Paris,França,Europa,48.856614,2.352222,54.06916046,Hard,781
2009-451,Doha,Doha,Catar,Ásia,25.285447,51.53104,10.24268818,Hard,270
2009-440,s-Hertogenbosch,Rosmalen,Holanda,Europa,51.717149,5.36081,2.25545454,Grass,368
2009-499,Delray Beach,Delray Beach,EUA,América do Norte,26.462489,-80.0776647,5.067657947540283,Hard,307
2009-5014,Shanghai Masters,Xangai,China,Ásia,31.230416,121.473701,6.564735889,Hard,641
2009-773,Bucharest,Bucareste,Romenia,Europa,44.426767,26.102538,78.06578064,Clay,176
2009-375,Lyon,Lyon,França,Europa,4.835659,45.764043,217.6715393,Hard,489
2009-573,Valencia,Valencia,Espanha,Europa,39.469908,-0.376288,27.05393028,Hard,240
2009-419,Indianapolis,Indianapolis,EUA,América do Norte,39.768403,-86.158068,229.4706421,Hard,385
2009-416,Rome Masters,Roma,Italia,Europa,41.902784,12.496366,37.41212463,Clay,386
2009-414,Hamburg,Hamburgo,Alemanha,Europa,53.551085,9.993682,7.651072502,Clay,362
2009-306,Kitzbuhel,Kitzbuhel,Austria,Europa,47.449238,12.392541,906.1345215,Clay,200
2009-1720,Bangkok,Bangkok,Tailânia,Ásia,13.756331,100.501765175.2830352783203,3.559772491,Hard,396
2009-341,Metz,Metz,França,Europa,49.119309,6.175716,175.2830353,Hard,422
2009-580,Australian Open,Melbourne,Austrália,Oceania,-37.813628,144.963058,8.406817436,Hard,2012
2009-468,Estoril,Estoril,Portugal,Europa,38.713315,-9.393656,3.778222322,Clay,166
2009-339,Brisbane,Brisbane,Austrália,Oceania,-27.470453,153.026034,12.74699593,Hard,375
2009-520,Roland Garros,Paris,França,Europa,48.856614,2.352222,54.06916046,Clay,1822
2009-422,Cincinnati Masters,Cincinnati,EUA,América do Norte,39.103118,-84.51202,251.0748596,Hard,833
2009-423,Los Angeles,Los Angeles,EUA,América do Norte,34.052234,-118.243685,107.4480667,Hard,317
2009-421,Canada Masters,Toronto,Canadá,América do Norte,43.653226,-79.383184,66.05884552,Hard,687
2009-424,San Jose,San Jose,EUA,América do Norte,37.338208,-121.886329,118.8428268,Hard,542
2009-425,Barcelona,Barcelona,Espanha,Europa,41.387397,2.168568,42.32268524,Clay,376
2009-540,Wimbledon,Londres,Reino Unido,Europa,51.507218,-0.127586,20.33771706,Grass,2854
2009-429,Stockholm,Estocolmo,Suécia,Europa,59.329323,18.068581,38.17290115,Hard,363
2009-418,Washington,Washington,EUA,América do Norte,47.751074,-120.740138,938.9876099,Hard,686
2009-337,Vienna,Viena,Austria,Europa,48.208174,16.373819,208.9177704,Hard,417
2009-338,Sydney,Sydney,Austrália,Oceania,-33.86882,151.209296,4.215515137,Hard,257
2009-615,Dusseldorf,Dusseldorf,Alemanha,Europa,51.227741,6.773456,30.44205284,Clay,92
2009-615,Dusseldorf,Dusseldorf,Alemanha,Europa,51.227741,6.773456,30.44205284,Clay,92
2009-605,Tour Finals 2009,Londres,Reino Unido,Europa,51.5025248,0.0014754,5.662439823150635,Hard,222
2010-301,Auckland,Auckland,Nova Zelândia,Oceania,-36.850883,174.764488,11.14038277,Hard,259
2010-308,Munich,Munique,Alemanha,Europa,48.135125,11.581981,523.5631714,Clay,246
2010-1536,Madrid Masters,Madri,Espanha,Europa,40.416775,-3.70379,667.6986694,Clay,486
2010-5053,Belgrade,Belgrado,Sérvia,Europa,44.812545,20.46123,86.74519348,Clay,239
2010-717,Houston,Houston,EUA,América do Norte,29.760427,-95.369803,14.9013443,Clay,177
2010-540,Wimbledon,Londres,Reino Unido,Europa,51.507218,-0.127586,20.33771706,Grass,3407
2010-468,Estoril,Estoril,Portugal,Europa,38.713315,-9.393656,3.778222322,Clay,105
2010-375,Montpellier,Montpellier,França,Europa,43.610769,3.876716,37.19309235,Hard,451
2010-2276,Zagreb,Zagrebe,Croácia,Europa,45.815011,15.981919,213.4449158,Hard,434
2010-573,Valencia,Valencia,Espanha,Europa,39.469908,-0.376288,27.05393028,Hard,218
2010-360,Casablanca,Casablanca,Marrocos,África,33.57311,-7.589843,50.53450012,Clay,179
2010-6120,Nice,Nice,França,Europa,43.710173,7.261953,140.7552795,Clay,198
2010-440,s-Hertogenbosch,Rosmalen,Holanda,Europa,51.717149,5.36081,2.25545454,Grass,339
2010-560,US Open,Nova Iorque,EUA,América do Norte,40.712775,-74.005973,4.262852192,Hard,2303
2010-773,Bucharest,Bucareste,Romenia,Europa,44.426767,26.102538,78.06578064,Clay,114
2010-568,St. Petersburg,São Petersburgo,Rússia,América do Norte,59.9502805,30.2894237,3.737375259399414,Hard,324
2010-6116,Atlanta,Atlanta,EUA,América do Norte,33.748995,-84.387982,308.6121521,Hard,431
2010-451,Doha,Doha,Catar,Ásia,25.285447,51.53104,10.24268818,Hard,274
2010-3348,New Haven,New Haven,EUA,América do Norte,41.308274,-72.927883,12.30588627,Hard,435
2010-5012,Johannesburg,Johannesburg,África do Sul,África,-26.204103,28.047305,1739.727783,Hard,362
2010-5014,Shanghai Masters,Xangai,China,Ásia,31.230416,121.473701,6.564735889,Hard,567
2010-580,Australian Open,Melbourne,Austrália,Oceania,-37.813628,144.963058,8.406817436,Hard,2110
2010-506,Buenos Aires,Buenos Aires,Argentina,América do Sul,-34.603684,-58.381559,7.12301302,Clay,147
2010-429,Stockholm,Estocolmo,Suécia,Europa,59.329323,18.068581,38.17290115,Hard,265
2010-505,Santiago,Santiago,Chile,América do Sul,-33.44889,-70.669265,522.3574829,Clay,237
2010-500,Halle,Halle,Alemanha,Europa,51.49698,11.968803,81.90995026,Grass,467
2010-352,Paris Masters,Paris,França,Europa,48.856614,2.352222,54.06916046,Hard,812
2010-421,Canada Masters,Toronto,Canadá,América do Norte,43.653226,-79.383184,66.05884552,Hard,672
2010-422,Cincinnati Masters,Cincinnati,EUA,América do Norte,39.103118,-84.51202,251.0748596,Hard,792
2010-423,Los Angeles,Los Angeles,EUA,América do Norte,34.052234,-118.243685,107.4480667,Hard,294
2010-424,San Jose,San Jose,EUA,América do Norte,37.338208,-121.886329,118.8428268,Hard,484
2010-425,Barcelona,Barcelona,Espanha,Europa,41.387397,2.168568,42.32268524,Clay,410
2010-338,Sydney,Sydney,Austrália,Oceania,-33.86882,151.209296,4.215515137,Hard,338
2010-339,Brisbane,Brisbane,Austrália,Oceania,-27.470453,153.026034,12.74699593,Hard,424
2010-337,Vienna,Viena,Austria,Europa,48.208174,16.373819,208.9177704,Hard,358
2010-741,Eastbourne,Eastbourne,Reino Unido,Europa,50.768035,0.290472,3.894941568,Grass,358
2010-533,Costa Do Sauipe,Costa Do Sauipe,Brasil,América do Sul,-12.438033,-37.919165,4.36184597,Clay,214
2010-747,Beijing,Pequim,China,Ásia,39.9042,116.407396,46.6712265,Hard,360
2010-439,Umag,Umago,Croácia,Europa,45.437206,13.525721,3.575510502,Clay,114
2010-438,Moscow,Moscou,Rússia,Europa,55.755826,37.6173,147.0406799,Hard,345
2010-341,Metz,Metz,França,Europa,49.119309,6.175716,175.2830353,Hard,305
2010-329,Tokyo,Tóquio,Japão,Ásia,35.6804,139.769017,25.86968803,Hard,495
2010-328,Basel,Basel,Suíça,Europa,47.559599,7.588576,276.7791138,Hard,343
2010-321,Stuttgart,Stuttgart,Alemanha,Europa,48.775846,9.182932,327.8624878,Clay,241
2010-807,Acapulco,Acapulco,México,América do Norte,23.634501,-102.552784,1999.349609,Clay,215
2010-6003,Kuala Lumpur,Kuala Lumpur,Malásia,Ásia,3.139003,101.686855,114.5041733,Hard,266
2010-520,Roland Garros,Paris,França,Europa,48.856614,2.352222,54.06916046,Clay,1800
2010-407,Rotterdam,Rotterdam,Holanda,Europa,51.8820998,4.4848757,-0.519095242023468,Hard,331
2010-404,Indian Wells Masters,Indian Wells,EUA,América do Norte,33.717631,-116.340755,277.1852417,Hard,974
2010-402,Memphis,Memphis,EUA,América do Norte,35.149534,-90.04898,72.96620178,Hard,595
2010-403,Miami Masters,Miami,EUA,América do Norte,25.7082748,-80.1611257,-0.5187706351280212,Hard,1007
2010-1720,Bangkok,Bangkok,Tailânia,Ásia,13.756331,100.501765175.2830352783203,3.559772491,Hard,343
2010-316,Bastad,Bastad,Suécia,Europa,56.427389,12.847722,88.20202637,Clay,248
2010-314,Gstaad,Gstaad,Suíça,Europa,46.471759,7.286573,1402.696899,Clay,306
2010-315,Newport,Newport,EUA,América do Norte,41.490102,-71.312828,13.53820419,Grass,449
2010-311,Queen's Club,Londres,Reino Unido,Europa,51.507218,-0.127586,20.33771706,Grass,738
2010-499,Delray Beach,Delray Beach,EUA,América do Norte,26.462489,-80.0776647,5.067657947540283,Hard,448
2010-495,Dubai,Dubai,Emirados Árabes Unidos,Ásia,25.204849,55.270783,1.280532718,Hard,385
2010-496,Marseille,Marselha,França,Europa,43.296482,5.36978,40.33418655,Hard,436
2010-891,Chennai,Chennai,Índia,Ásia,13.08268,80.270718,0.761829436,Hard,230
2010-410,Monte Carlo Masters,Monte Carlo,Mônaco,Europa,43.740072,7.426644,110.5124283,Clay,313
2010-414,Hamburg,Hamburgo,Alemanha,Europa,53.551085,9.993682,7.651072502,Clay,391
2010-416,Rome Masters,Roma,Italia,Europa,41.902784,12.496366,37.41212463,Clay,472
2010-418,Washington,Washington,EUA,América do Norte,47.751074,-120.740138,938.9876099,Hard,528
2010-5059,Curitiba CH,Curitiba,Brasil,América do Sul,-25.437238,-49.269973,917.6322632,Clay,268
2010-615,Dusseldorf,Dusseldorf,Alemanha,Europa,51.227741,6.773456,30.44205284,Clay,202
2010-615,Dusseldorf,Dusseldorf,Alemanha,Europa,51.227741,6.773456,30.44205284,Clay,202
2010-605,Tour Finals 2010,Londres,Reino Unido,Europa,51.5025248,0.0014754,5.662439823150635,Hard,196
2011-440,s-Hertogenbosch,Rosmalen,Holanda,Europa,51.717149,5.36081,2.25545454,Grass,319
2011-741,Eastbourne,Eastbourne,Reino Unido,Europa,50.768035,0.290472,3.894941568,Grass,300
2011-316,Bastad,Bastad,Suécia,Europa,56.427389,12.847722,88.20202637,Clay,156
2011-560,US Open,Nova Iorque,EUA,América do Norte,40.712775,-74.005973,4.262852192,Hard,1878
2011-314,Gstaad,Gstaad,Suíça,Europa,46.471759,7.286573,1402.696899,Clay,289
2011-568,St. Petersburg,São Petersburgo,Rússia,América do Norte,59.9502805,30.2894237,3.737375259399414,Hard,228
2011-311,Queen's Club,Londres,Reino Unido,Europa,51.507218,-0.127586,20.33771706,Grass,757
2011-2276,Zagreb,Zagrebe,Croácia,Europa,45.815011,15.981919,213.4449158,Hard,295
2011-580,Australian Open,Melbourne,Austrália,Oceania,-37.813628,144.963058,8.406817436,Hard,2157
2011-468,Estoril,Estoril,Portugal,Europa,38.713315,-9.393656,3.778222322,Clay,167
2011-773,Bucharest,Bucareste,Romenia,Europa,44.426767,26.102538,78.06578064,Clay,156
2011-422,Cincinnati Masters,Cincinnati,EUA,América do Norte,39.103118,-84.51202,251.0748596,Hard,632
2011-573,Valencia,Valencia,Espanha,Europa,39.469908,-0.376288,27.05393028,Hard,294
2011-301,Auckland,Auckland,Nova Zelândia,Oceania,-36.850883,174.764488,11.14038277,Hard,296
2011-308,Munich,Munique,Alemanha,Europa,48.135125,11.581981,523.5631714,Clay,255
2011-6003,Kuala Lumpur,Kuala Lumpur,Malásia,Ásia,3.139003,101.686855,114.5041733,Hard,228
2011-495,Dubai,Dubai,Emirados Árabes Unidos,Ásia,25.204849,55.270783,1.280532718,Hard,294
2011-496,Marseille,Marselha,França,Europa,43.296482,5.36978,40.33418655,Hard,423
2011-499,Delray Beach,Delray Beach,EUA,América do Norte,26.462489,-80.0776647,5.067657947540283,Hard,348
2011-423,Los Angeles,Los Angeles,EUA,América do Norte,34.052234,-118.243685,107.4480667,Hard,256
2011-418,Washington,Washington,EUA,América do Norte,47.751074,-120.740138,938.9876099,Hard,480
2011-315,Newport,Newport,EUA,América do Norte,41.490102,-71.312828,13.53820419,Grass,318
2011-540,Wimbledon,Londres,Reino Unido,Europa,51.507218,-0.127586,20.33771706,Grass,2556
2011-410,Monte Carlo Masters,Monte Carlo,Mônaco,Europa,43.740072,7.426644,110.5124283,Clay,291
2011-319,Kitzbuhel,Kitzbuhel,Austria,Europa,47.449238,12.392541,906.1345215,Clay,222
2011-414,Hamburg,Hamburgo,Alemanha,Europa,53.551085,9.993682,7.651072502,Clay,340
2011-416,Rome Masters,Roma,Italia,Europa,41.902784,12.496366,37.41212463,Clay,373
2011-807,Acapulco,Acapulco,México,América do Norte,23.634501,-102.552784,1999.349609,Clay,216
2011-6242,Winston-Salem,Winston-Salem,EUA,América do Norte,36.09986,-80.244216,251.0912781,Hard,540
2011-6120,Nice,Nice,França,Europa,43.710173,7.261953,140.7552795,Clay,195
2011-337,Vienna,Viena,Austria,Europa,48.208174,16.373819,208.9177704,Hard,418
2011-328,Basel,Basel,Suíça,Europa,47.559599,7.588576,276.7791138,Hard,315
2011-329,Tokyo,Tóquio,Japão,Ásia,35.6804,139.769017,25.86968803,Hard,339
2011-321,Stuttgart,Stuttgart,Alemanha,Europa,48.775846,9.182932,327.8624878,Clay,201
2011-891,Chennai,Chennai,Índia,Ásia,13.08268,80.270718,0.761829436,Hard,255
2011-717,Houston,Houston,EUA,América do Norte,29.760427,-95.369803,14.9013443,Clay,213
2011-5053,Belgrade,Belgrado,Sérvia,Europa,44.812545,20.46123,86.74519348,Clay,134
2011-403,Miami Masters,Miami,EUA,América do Norte,25.7082748,-80.1611257,-0.5187706351280212,Hard,957
2011-402,Memphis,Memphis,EUA,América do Norte,35.149534,-90.04898,72.96620178,Hard,567
2011-407,Rotterdam,Rotterdam,Holanda,Europa,51.8820998,4.4848757,-0.519095242023468,Hard,465
2011-404,Indian Wells Masters,Indian Wells,EUA,América do Norte,33.717631,-116.340755,277.1852417,Hard,992
2011-6116,Atlanta,Atlanta,EUA,América do Norte,33.748995,-84.387982,308.6121521,Hard,398
2011-339,Brisbane,Brisbane,Austrália,Oceania,-27.470453,153.026034,12.74699593,Hard,454
2011-338,Sydney,Sydney,Austrália,Oceania,-33.86882,151.209296,4.215515137,Hard,315
2011-520,Roland Garros,Paris,França,Europa,48.856614,2.352222,54.06916046,Clay,1543
2011-438,Moscow,Moscou,Rússia,Europa,55.755826,37.6173,147.0406799,Hard,366
2011-1720,Bangkok,Bangkok,Tailânia,Ásia,13.756331,100.501765175.2830352783203,3.559772491,Hard,293
2011-439,Umag,Umago,Croácia,Europa,45.437206,13.525721,3.575510502,Clay,141
2011-1536,Madrid Masters,Madri,Espanha,Europa,40.416775,-3.70379,667.6986694,Clay,534
2011-533,Costa Do Sauipe,Costa Do Sauipe,Brasil,América do Sul,-12.438033,-37.919165,4.36184597,Clay,182
2011-421,Canada Masters,Toronto,Canadá,América do Norte,43.653226,-79.383184,66.05884552,Hard,635
2011-425,Barcelona,Barcelona,Espanha,Europa,41.387397,2.168568,42.32268524,Clay,313
2011-424,San Jose,San Jose,EUA,América do Norte,37.338208,-121.886329,118.8428268,Hard,379
2011-429,Stockholm,Estocolmo,Suécia,Europa,59.329323,18.068581,38.17290115,Hard,347
2011-341,Metz,Metz,França,Europa,49.119309,6.175716,175.2830353,Hard,397
2011-500,Halle,Halle,Alemanha,Europa,51.49698,11.968803,81.90995026,Grass,426
2011-506,Buenos Aires,Buenos Aires,Argentina,América do Sul,-34.603684,-58.381559,7.12301302,Clay,163
2011-505,Santiago,Santiago,Chile,América do Sul,-33.44889,-70.669265,522.3574829,Clay,204
2011-747,Beijing,Pequim,China,Ásia,39.9042,116.407396,46.6712265,Hard,333
2011-451,Doha,Doha,Catar,Ásia,25.285447,51.53104,10.24268818,Hard,405
2011-5012,Johannesburg,Johannesburg,África do Sul,África,-26.204103,28.047305,1739.727783,Hard,420
2011-5014,Shanghai Masters,Xangai,China,Ásia,31.230416,121.473701,6.564735889,Hard,608
2011-360,Casablanca,Casablanca,Marrocos,África,33.57311,-7.589843,50.53450012,Clay,143
2011-615,Dusseldorf,Dusseldorf,Alemanha,Europa,51.227741,6.773456,30.44205284,Clay,136
2011-615,Dusseldorf,Dusseldorf,Alemanha,Europa,51.227741,6.773456,30.44205284,Clay,136
2011-605,Tour Finals 2011,Londres,Reino Unido,Europa,51.5025248,0.0014754,5.662439823150635,Hard,164
2011-352,Paris Masters,Paris,França,Europa,48.856614,2.352222,54.06916046,Hard,518
2012-418,Washington,Washington,EUA,América do Norte,47.751074,-120.740138,938.9876099,Hard,443
2012-439,Umag,Umago,Croácia,Europa,45.437206,13.525721,3.575510502,Clay,157
2012-410,Monte Carlo Masters,Monte Carlo,Mônaco,Europa,43.740072,7.426644,110.5124283,Clay,308
2012-416,Rome Masters,Roma,Italia,Europa,41.902784,12.496366,37.41212463,Clay,329
2012-407,Rotterdam,Rotterdam,Holanda,Europa,51.8820998,4.4848757,-0.519095242023468,Hard,291
2012-6120,Nice,Nice,França,Europa,43.710173,7.261953,140.7552795,Clay,228
2012-315,Newport,Newport,EUA,América do Norte,41.490102,-71.312828,13.53820419,Grass,410
2012-316,Bastad,Bastad,Suécia,Europa,56.427389,12.847722,88.20202637,Clay,167
2012-311,Queen's Club,Londres,Reino Unido,Europa,51.507218,-0.127586,20.33771706,Grass,814
2012-319,Kitzbuhel,Kitzbuhel,Austria,Europa,47.449238,12.392541,906.1345215,Clay,213
2012-568,St. Petersburg,São Petersburgo,Rússia,América do Norte,59.9502805,30.2894237,3.737375259399414,Hard,167
2012-429,Stockholm,Estocolmo,Suécia,Europa,59.329323,18.068581,38.17290115,Hard,370
2012-424,San Jose,San Jose,EUA,América do Norte,37.338208,-121.886329,118.8428268,Hard,380
2012-425,Barcelona,Barcelona,Espanha,Europa,41.387397,2.168568,42.32268524,Clay,377
2012-422,Cincinnati Masters,Cincinnati,EUA,América do Norte,39.103118,-84.51202,251.0748596,Hard,606
2012-423,Los Angeles,Los Angeles,EUA,América do Norte,34.052234,-118.243685,107.4480667,Hard,223
2012-421,Canada Masters,Toronto,Canadá,América do Norte,43.653226,-79.383184,66.05884552,Hard,501
2012-414,Hamburg,Hamburgo,Alemanha,Europa,53.551085,9.993682,7.651072502,Clay,176
2012-301,Auckland,Auckland,Nova Zelândia,Oceania,-36.850883,174.764488,11.14038277,Hard,253
2012-717,Houston,Houston,EUA,América do Norte,29.760427,-95.369803,14.9013443,Clay,253
2012-499,Delray Beach,Delray Beach,EUA,América do Norte,26.462489,-80.0776647,5.067657947540283,Hard,343
2012-308,Munich,Munique,Alemanha,Europa,48.135125,11.581981,523.5631714,Clay,268
2012-1536,Madrid Masters,Madri,Espanha,Europa,40.416775,-3.70379,667.6986694,Clay,661
2012-438,Moscow,Moscou,Rússia,Europa,55.755826,37.6173,147.0406799,Hard,349
2012-533,Sao Paulo,Sao Paulo,Brasil,América do Sul,-23.555771,-46.639557,797.1174927,Clay,263
2012-402,Memphis,Memphis,EUA,América do Norte,35.149534,-90.04898,72.96620178,Hard,487
2012-338,Sydney,Sydney,Austrália,Oceania,-33.86882,151.209296,4.215515137,Hard,306
2012-339,Brisbane,Brisbane,Austrália,Oceania,-27.470453,153.026034,12.74699593,Hard,363
2012-314,Gstaad,Gstaad,Suíça,Europa,46.471759,7.286573,1402.696899,Clay,291
2012-540,Wimbledon,Londres,Reino Unido,Europa,51.507218,-0.127586,20.33771706,Grass,2781
2012-496,Marseille,Marselha,França,Europa,43.296482,5.36978,40.33418655,Hard,484
2012-403,Miami Masters,Miami,EUA,América do Norte,25.7082748,-80.1611257,-0.5187706351280212,Hard,910
2012-440,s-Hertogenbosch,Rosmalen,Holanda,Europa,51.717149,5.36081,2.25545454,Grass,286
2012-495,Dubai,Dubai,Emirados Árabes Unidos,Ásia,25.204849,55.270783,1.280532718,Hard,344
2012-520,Roland Garros,Paris,França,Europa,48.856614,2.352222,54.06916046,Clay,1675
2012-5053,Belgrade,Belgrado,Sérvia,Europa,44.812545,20.46123,86.74519348,Clay,199
2012-329,Tokyo,Tóquio,Japão,Ásia,35.6804,139.769017,25.86968803,Hard,375
2012-328,Basel,Basel,Suíça,Europa,47.559599,7.588576,276.7791138,Hard,413
2012-96,London Olympics,Londres,Reino Unido,Europa,51.507218,-0.127586,20.33771706,Grass,920
2012-1720,Bangkok,Bangkok,Tailânia,Ásia,13.756331,100.501765175.2830352783203,3.559772491,Hard,216
2012-451,Doha,Doha,Catar,Ásia,25.285447,51.53104,10.24268818,Hard,250
2012-6003,Kuala Lumpur,Kuala Lumpur,Malásia,Ásia,3.139003,101.686855,114.5041733,Hard,207
2012-2276,Zagreb,Zagrebe,Croácia,Europa,45.815011,15.981919,213.4449158,Hard,393
2012-807,Acapulco,Acapulco,México,América do Norte,23.634501,-102.552784,1999.349609,Clay,196
2012-573,Valencia,Valencia,Espanha,Europa,39.469908,-0.376288,27.05393028,Hard,328
2012-360,Casablanca,Casablanca,Marrocos,África,33.57311,-7.589843,50.53450012,Clay,129
2012-505,Santiago,Santiago,Chile,América do Sul,-33.44889,-70.669265,522.3574829,Clay,111
2012-506,Buenos Aires,Buenos Aires,Argentina,América do Sul,-34.603684,-58.381559,7.12301302,Clay,188
2012-891,Chennai,Chennai,Índia,Ásia,13.08268,80.270718,0.761829436,Hard,314
2012-6242,Winston-Salem,Winston-Salem,EUA,América do Norte,36.09986,-80.244216,251.0912781,Hard,609
2012-352,Paris Masters,Paris,França,Europa,48.856614,2.352222,54.06916046,Hard,620
2012-6116,Atlanta,Atlanta,EUA,América do Norte,33.748995,-84.387982,308.6121521,Hard,435
2012-341,Metz,Metz,França,Europa,49.119309,6.175716,175.2830353,Hard,376
2012-337,Vienna,Viena,Austria,Europa,48.208174,16.373819,208.9177704,Hard,429
2012-500,Halle,Halle,Alemanha,Europa,51.49698,11.968803,81.90995026,Grass,343
2012-321,Stuttgart,Stuttgart,Alemanha,Europa,48.775846,9.182932,327.8624878,Clay,230
2012-747,Beijing,Pequim,China,Ásia,39.9042,116.407396,46.6712265,Hard,345
2012-580,Australian Open,Melbourne,Austrália,Oceania,-37.813628,144.963058,8.406817436,Hard,1926
2012-741,Eastbourne,Eastbourne,Reino Unido,Europa,50.768035,0.290472,3.894941568,Grass,257
2012-468,Estoril,Estoril,Portugal,Europa,38.713315,-9.393656,3.778222322,Clay,136
2012-375,Montpellier,Montpellier,França,Europa,43.610769,3.876716,37.19309235,Hard,366
2012-560,US Open,Nova Iorque,EUA,América do Norte,40.712775,-74.005973,4.262852192,Hard,2426
2012-404,Indian Wells Masters,Indian Wells,EUA,América do Norte,33.717631,-116.340755,277.1852417,Hard,863
2012-773,Bucharest,Bucareste,Romenia,Europa,44.426767,26.102538,78.06578064,Clay,163
2012-5014,Shanghai Masters,Xangai,China,Ásia,31.230416,121.473701,6.564735889,Hard,644
2012-615,Dusseldorf,Dusseldorf,Alemanha,Europa,51.227741,6.773456,30.44205284,Clay,211
2012-615,Dusseldorf,Dusseldorf,Alemanha,Europa,51.227741,6.773456,30.44205284,Clay,211
2012-605,Tour Finals 2012,Londres,Reino Unido,Europa,51.5025248,0.0014754,5.662439823150635,Hard,163
2013-319,Kitzbuhel,Kitzbuhel,Austria,Europa,47.449238,12.392541,906.1345215,Clay,206
2013-440,s-Hertogenbosch,Rosmalen,Holanda,Europa,51.717149,5.36081,2.25545454,Grass,358
2013-328,Basel,Basel,Suíça,Europa,47.559599,7.588576,276.7791138,Hard,359
2013-741,Eastbourne,Eastbourne,Reino Unido,Europa,50.768035,0.290472,3.894941568,Grass,334
2013-533,Sao Paulo,Sao Paulo,Brasil,América do Sul,-23.555771,-46.639557,797.1174927,Clay,322
2013-1720,Bangkok,Bangkok,Tailânia,Ásia,13.756331,100.501765175.2830352783203,3.559772491,Hard,442
2013-6710,Power Horse Cup,Düsseldorf,Alemanha,Europa,51.227741,6.773456,30.44205284,Clay,206
2013-422,Cincinnati Masters,Cincinnati,EUA,América do Norte,39.103118,-84.51202,251.0748596,Hard,713
2013-5014,Shanghai Masters,Xangai,China,Ásia,31.230416,121.473701,6.564735889,Hard,800
2013-316,Bastad,Bastad,Suécia,Europa,56.427389,12.847722,88.20202637,Clay,169
