id_torneio,nome_torneio,cidade_torneio,pais_torneio,continente_torneio,latitude_torneio,longitude_torneio,altitude_torneio,superficie_torneio,total_aces_torneio
2004-891,Chennai,Chennai,Índia,Ásia,13.08268,80.270718,0.761829436,Hard,278
2004-319,Kitzbuhel,Kitzbuhel,Austria,Europa,47.449238,12.392541,906.1345215,Clay,329
2004-315,Newport,Newport,EUA,América do Norte,41.490102,-71.312828,13.53820419,Grass,384
2004-314,Gstaad,Gstaad,Suíça,Europa,46.471759,7.286573,1402.696899,Clay,321
2004-317,Amersfoort,Amersfoort,Holanda,Europa,52.156111,5.387827,6.185717583,Clay,306
2004-316,Bastad,Bastad,Suécia,Europa,56.427389,12.847722,88.20202637,Clay,170
2004-311,Queen's Club,Londres,Reino Unido,Europa,51.507218,-0.127586,20.33771706,Grass,783
2004-615,Dusseldorf,Dusseldorf,Alemanha,Europa,51.227741,6.773456,30.44205284,Clay,169
2004-605,Masters Cup 2004,Houston,EUA,América do Norte,29.750229,-95.5772114,23.17930793762207,Hard,177
2005-891,Chennai,Chennai,Índia,Ásia,13.08268,80.270718,0.761829436,Hard,334
2005-890,Ho Chi Minh City,Ho Chi Minh,Vietnã,Ásia,10.823099,106.629664,3.751946688,Carpet,457
2005-416,Rome Masters,Roma,Italia,Europa,41.902784,12.496366,37.41212463,Clay,378
2005-414,Hamburg Masters,Hamburgo,Alemanha,Europa,53.551085,9.993682,7.651072502,Clay,324
2005-419,Indianapolis,Indianapolis,EUA,América do Norte,39.768403,-86.158068,229.4706421,Hard,657
2005-807,Acapulco,Acapulco,México,América do Norte,23.634501,-102.552784,1999.349609,Clay,281
2005-410,Monte Carlo Masters,Monte Carlo,Mônaco,Europa,43.740072,7.426644,110.5124283,Clay,306
2005-418,Washington,Washington,EUA,América do Norte,47.751074,-120.740138,938.9876099,Hard,827
2005-360,Casablanca,Casablanca,Marrocos,África,33.57311,-7.589843,50.53450012,Clay,177
2005-451,Doha,Doha,Catar,Ásia,25.285447,51.53104,10.24268818,Hard,212
2005-1536,Madrid Masters,Madri,Espanha,Europa,40.416775,-3.70379,667.6986694,Hard,687
2005-520,Roland Garros,Paris,França,Europa,48.856614,2.352222,54.06916046,Clay,1248
2005-580,Australian Open,Melbourne,Austrália,Oceania,-37.813628,144.963058,8.406817436,Hard,2045
2005-325,Palermo,Palermo,Italia,Europa,38.11569,13.361487,225.9081268,Clay,207
2005-321,Stuttgart,Stuttgart,Alemanha,Europa,48.775846,9.182932,327.8624878,Clay,330
2005-329,Tokyo,Tóquio,Japão,Ásia,35.6804,139.769017,25.86968803,Hard,643
2005-328,Basel,Basel,Suíça,Europa,47.559599,7.588576,276.7791138,Carpet,446
2005-352,Paris Masters,Paris,França,Europa,48.856614,2.352222,54.06916046,Carpet,762
2005-424,San Jose,San Jose,EUA,América do Norte,37.338208,-121.886329,118.8428268,Hard,395
2005-422,Cincinnati Masters,Cincinnati,EUA,América do Norte,39.103118,-84.51202,251.0748596,Hard,805
2005-423,Los Angeles,Los Angeles,EUA,América do Norte,34.052234,-118.243685,107.4480667,Hard,346
2005-421,Canada Masters,Toronto,Canadá,América do Norte,43.653226,-79.383184,66.05884552,Hard,710
2005-429,Stockholm,Estocolmo,Suécia,Europa,59.329323,18.068581,38.17290115,Hard,352
2005-499,Delray Beach,Delray Beach,EUA,América do Norte,26.462489,-80.0776647,5.067657947540283,Hard,318
2005-773,Bucharest,Bucareste,Romenia,Europa,44.426767,26.102538,78.06578064,Clay,189
2005-319,Kitzbuhel,Kitzbuhel,Austria,Europa,47.449238,12.392541,906.1345215,Clay,375
2005-314,Gstaad,Gstaad,Suíça,Europa,46.471759,7.286573,1402.696899,Clay,281
2005-315,Newport,Newport,EUA,América do Norte,41.490102,-71.312828,13.53820419,Grass,345
2005-316,Bastad,Bastad,Suécia,Europa,56.427389,12.847722,88.20202637,Clay,172
2005-317,Amersfoort,Amersfoort,Holanda,Europa,52.156111,5.387827,6.185717583,Clay,296
2005-311,Queen's Club,Londres,Reino Unido,Europa,51.507218,-0.127586,20.33771706,Grass,753
2005-500,Halle,Halle,Alemanha,Europa,51.49698,11.968803,81.90995026,Grass,417
2005-468,Estoril,Estoril,Portugal,Europa,38.713315,-9.393656,3.778222322,Clay,149
2005-505,Vina del Mar,Vina del Mar,Chile,América do Sul,-33.015348,-71.550028,172.776062,Clay,235
2005-506,Buenos Aires,Buenos Aires,Argentina,América do Sul,-34.603684,-58.381559,7.12301302,Clay,188
2005-747,Beijing,Pequim,China,Ásia,39.9042,116.407396,46.6712265,Hard,277
2005-741,Nottingham,Nottingham,Reino Unido,Europa,52.954783,-1.158109,61.28526306,Grass,372
2005-496,Marseille,Marselha,França,Europa,43.296482,5.36978,40.33418655,Hard,464
2005-495,Dubai,Dubai,Emirados Árabes Unidos,Ásia,25.204849,55.270783,1.280532718,Hard,290
2005-540,Wimbledon,Londres,Reino Unido,Europa,51.507218,-0.127586,20.33771706,Grass,2633
2005-439,Umag,Umago,Croácia,Europa,45.437206,13.525721,3.575510502,Clay,125
2005-438,Moscow,Moscou,Rússia,Europa,55.755826,37.6173,147.0406799,Carpet,246
2005-341,Metz,Metz,França,Europa,49.119309,6.175716,175.2830353,Hard,495
2005-433,Scottsdale,Scottsdale,EUA,América do Norte,33.49417,-111.926052,398.6959839,Hard,391
2005-533,Costa Do Sauipe,Costa Do Sauipe,Brasil,América do Sul,-12.438033,-37.919165,4.36184597,Clay,198
2005-308,Munich,Munique,Alemanha,Europa,48.135125,11.581981,523.5631714,Clay,269
2005-306,St. Poelten,Sankt Pölten,Austria,Europa,48.20353,15.63817,296.2186279,Clay,217
2005-301,Auckland,Auckland,Nova Zelândia,Oceania,-36.850883,174.764488,11.14038277,Hard,203
2005-475,Sopot,Sopot,Polônia,Europa,54.441581,18.560096,65.3839035,Clay,227
2005-573,Valencia,Valencia,Espanha,Europa,39.469908,-0.376288,27.05393028,Clay,137
2005-402,Memphis,Memphis,EUA,América do Norte,35.149534,-90.04898,72.96620178,Hard,544
2005-403,Miami Masters,Miami,EUA,América do Norte,25.7082748,-80.1611257,-0.5187706351280212,Hard,937
2005-404,Indian Wells Masters,Indian Wells,EUA,América do Norte,33.717631,-116.340755,277.1852417,Hard,943
2005-407,Rotterdam,Rotterdam,Holanda,Europa,51.8820998,4.4848757,-0.519095242023468,Hard,486
2005-408,Milan,Milão,Italia,Europa,45.464204,9.189982,120.706337,Carpet,639
2005-717,Houston,Houston,EUA,América do Norte,29.760427,-95.369803,14.9013443,Clay,315
2005-425,Barcelona,Barcelona,Espanha,Europa,41.387397,2.168568,42.32268524,Clay,372
2005-1720,Bangkok,Bangkok,Tailânia,Ásia,13.756331,100.501765175.2830352783203,3.559772491,Hard,418
2005-375,Lyon,Lyon,França,Europa,4.835659,45.764043,217.6715393,Carpet,472
2005-3348,New Haven,New Haven,EUA,América do Norte,41.308274,-72.927883,12.30588627,Hard,552
2005-440,s-Hertogenbosch,Rosmalen,Holanda,Europa,51.717149,5.36081,2.25545454,Grass,419
2005-337,Vienna,Viena,Austria,Europa,48.208174,16.373819,208.9177704,Hard,309
2005-338,Sydney,Sydney,Austrália,Oceania,-33.86882,151.209296,4.215515137,Hard,358
2005-339,Adelaide,Adelaide,Austrália,Oceania,-34.928499,138.600746,56.32033539,Hard,332
2005-568,St. Petersburg,São Petersburgo,Rússia,América do Norte,59.9502805,30.2894237,3.737375259399414,Carpet,347
2005-560,US Open,Nova Iorque,EUA,América do Norte,40.712775,-74.005973,4.262852192,Hard,2288
2005-615,Dusseldorf,Dusseldorf,Alemanha,Europa,51.227741,6.773456,30.44205284,Clay,101
2005-615,Dusseldorf,Dusseldorf,Alemanha,Europa,51.227741,6.773456,30.44205284,Clay,101
2005-605,Masters Cup 2005,Shanghai,China,Ásia,31.039904,121.3568363,4.040614604949951,Carpet,114
2006-520,Roland Garros,Paris,França,Europa,48.856614,2.352222,54.06916046,Clay,1297
2006-328,Basel,Basel,Suíça,Europa,47.559599,7.588576,276.7791138,Carpet,410
2006-451,Doha,Doha,Catar,Ásia,25.285447,51.53104,10.24268818,Hard,258
2006-352,Paris Masters,Paris,França,Europa,48.856614,2.352222,54.06916046,Carpet,616
2006-773,Bucharest,Bucareste,Romenia,Europa,44.426767,26.102538,78.06578064,Clay,178
2006-573,Valencia,Valencia,Espanha,Europa,39.469908,-0.376288,27.05393028,Clay,153
2006-468,Estoril,Estoril,Portugal,Europa,38.713315,-9.393656,3.778222322,Clay,203
2006-2276,Zagreb,Zagrebe,Croácia,Europa,45.815011,15.981919,213.4449158,Carpet,454
2006-319,Kitzbuhel,Kitzbuhel,Austria,Europa,47.449238,12.392541,906.1345215,Clay,420
2006-317,Amersfoort,Amersfoort,Holanda,Europa,52.156111,5.387827,6.185717583,Clay,237
2006-315,Newport,Newport,EUA,América do Norte,41.490102,-71.312828,13.53820419,Grass,364
2006-314,Gstaad,Gstaad,Suíça,Europa,46.471759,7.286573,1402.696899,Clay,370
2006-433,Las Vegas,Las Vegas,EUA,América do Norte,36.169941,-115.13983,621.1883545,Hard,224
2006-403,Miami Masters,Miami,EUA,América do Norte,25.7082748,-80.1611257,-0.5187706351280212,Hard,973
2006-402,Memphis,Memphis,EUA,América do Norte,35.149534,-90.04898,72.96620178,Hard,572
2006-404,Indian Wells Masters,Indian Wells,EUA,América do Norte,33.717631,-116.340755,277.1852417,Hard,783
2006-741,Nottingham,Nottingham,Reino Unido,Europa,52.954783,-1.158109,61.28526306,Grass,443
2006-316,Bastad,Bastad,Suécia,Europa,56.427389,12.847722,88.20202637,Clay,182
2006-440,s-Hertogenbosch,Rosmalen,Holanda,Europa,51.717149,5.36081,2.25545454,Grass,348
2006-360,Casablanca,Casablanca,Marrocos,África,33.57311,-7.589843,50.53450012,Clay,248
2006-500,Halle,Halle,Alemanha,Europa,51.49698,11.968803,81.90995026,Grass,404
2006-891,Chennai,Chennai,Índia,Ásia,13.08268,80.270718,0.761829436,Hard,358
2006-540,Wimbledon,Londres,Reino Unido,Europa,51.507218,-0.127586,20.33771706,Grass,2533
2006-807,Acapulco,Acapulco,México,América do Norte,23.634501,-102.552784,1999.349609,Clay,282
2006-717,Houston,Houston,EUA,América do Norte,29.760427,-95.369803,14.9013443,Clay,194
2006-321,Stuttgart,Stuttgart,Alemanha,Europa,48.775846,9.182932,327.8624878,Clay,359
2006-325,Palermo,Palermo,Italia,Europa,38.11569,13.361487,225.9081268,Clay,139
2006-329,Tokyo,Tóquio,Japão,Ásia,35.6804,139.769017,25.86968803,Hard,537
2006-341,Metz,Metz,França,Europa,49.119309,6.175716,175.2830353,Hard,387
2006-438,Moscow,Moscou,Rússia,Europa,55.755826,37.6173,147.0406799,Carpet,375
2006-439,Umag,Umago,Croácia,Europa,45.437206,13.525721,3.575510502,Clay,192
2006-407,Rotterdam,Rotterdam,Holanda,Europa,51.8820998,4.4848757,-0.519095242023468,Hard,352
2006-506,Buenos Aires,Buenos Aires,Argentina,América do Sul,-34.603684,-58.381559,7.12301302,Clay,169
2006-505,Vina del Mar,Vina del Mar,Chile,América do Sul,-33.015348,-71.550028,172.776062,Clay,237
2006-1720,Bangkok,Bangkok,Tailânia,Ásia,13.756331,100.501765175.2830352783203,3.559772491,Hard,448
2006-475,Sopot,Sopot,Polônia,Europa,54.441581,18.560096,65.3839035,Clay,185
2006-375,Lyon,Lyon,França,Europa,4.835659,45.764043,217.6715393,Carpet,464
2006-499,Delray Beach,Delray Beach,EUA,América do Norte,26.462489,-80.0776647,5.067657947540283,Hard,349
2006-495,Dubai,Dubai,Emirados Árabes Unidos,Ásia,25.204849,55.270783,1.280532718,Hard,269
2006-496,Marseille,Marselha,França,Europa,43.296482,5.36978,40.33418655,Hard,413
2006-1536,Madrid Masters,Madri,Espanha,Europa,40.416775,-3.70379,667.6986694,Hard,605
2006-337,Vienna,Viena,Austria,Europa,48.208174,16.373819,208.9177704,Hard,356
2006-339,Adelaide,Adelaide,Austrália,Oceania,-34.928499,138.600746,56.32033539,Hard,329
2006-338,Sydney,Sydney,Austrália,Oceania,-33.86882,151.209296,4.215515137,Hard,305
2006-533,Costa Do Sauipe,Costa Do Sauipe,Brasil,América do Sul,-12.438033,-37.919165,4.36184597,Clay,230
2006-429,Stockholm,Estocolmo,Suécia,Europa,59.329323,18.068581,38.17290115,Hard,355
2006-580,Australian Open,Melbourne,Austrália,Oceania,-37.813628,144.963058,8.406817436,Hard,1838
2006-421,Canada Masters,Toronto,Canadá,América do Norte,43.653226,-79.383184,66.05884552,Hard,530
2006-423,Los Angeles,Los Angeles,EUA,América do Norte,34.052234,-118.243685,107.4480667,Hard,442
2006-422,Cincinnati Masters,Cincinnati,EUA,América do Norte,39.103118,-84.51202,251.0748596,Hard,748
2006-425,Barcelona,Barcelona,Espanha,Europa,41.387397,2.168568,42.32268524,Clay,438
2006-424,San Jose,San Jose,EUA,América do Norte,37.338208,-121.886329,118.8428268,Hard,406
2006-414,Hamburg Masters,Hamburgo,Alemanha,Europa,53.551085,9.993682,7.651072502,Clay,329
2006-418,Washington,Washington,EUA,América do Norte,47.751074,-120.740138,938.9876099,Hard,644
2006-419,Indianapolis,Indianapolis,EUA,América do Norte,39.768403,-86.158068,229.4706421,Hard,632
2006-568,St. Petersburg,São Petersburgo,Rússia,América do Norte,59.9502805,30.2894237,3.737375259399414,Carpet,358
2006-560,US Open,Nova Iorque,EUA,América do Norte,40.712775,-74.005973,4.262852192,Hard,2198
2006-3348,New Haven,New Haven,EUA,América do Norte,41.308274,-72.927883,12.30588627,Hard,562
2006-3465,Mumbai,Bombaim,Índia,Ásia,19.075984,72.877656,7.55834341,Hard,407
2006-308,Munich,Munique,Alemanha,Europa,48.135125,11.581981,523.5631714,Clay,294
2006-306,Poertschach,Poertschach,Austria,Europa,46.636549,14.139443,579.9257813,Clay,216
2006-301,Auckland,Auckland,Nova Zelândia,Oceania,-36.850883,174.764488,11.14038277,Hard,222
2006-311,Queen's Club,Londres,Reino Unido,Europa,51.507218,-0.127586,20.33771706,Grass,820
2006-410,Monte Carlo Masters,Monte Carlo,Mônaco,Europa,43.740072,7.426644,110.5124283,Clay,330
2006-747,Beijing,Pequim,China,Ásia,39.9042,116.407396,46.6712265,Hard,324
2006-416,Rome Masters,Roma,Italia,Europa,41.902784,12.496366,37.41212463,Clay,362
2006-615,Dusseldorf,Dusseldorf,Alemanha,Europa,51.227741,6.773456,30.44205284,Clay,105
2006-605,Masters Cup 2006,Shanghai,China,Ásia,31.039904,121.3568363,4.040614604949951,Hard,233
2007-500,Halle,Halle,Alemanha,Europa,51.49698,11.968803,81.90995026,Grass,398
2007-568,St. Petersburg,São Petersburgo,Rússia,América do Norte,59.9502805,30.2894237,3.737375259399414,Carpet,272
2007-440,s-Hertogenbosch,Rosmalen,Holanda,Europa,51.717149,5.36081,2.25545454,Grass,499
2007-560,US Open,Nova Iorque,EUA,América do Norte,40.712775,-74.005973,4.262852192,Hard,2225
2007-741,Nottingham,Nottingham,Reino Unido,Europa,52.954783,-1.158109,61.28526306,Grass,437
2007-360,Casablanca,Casablanca,Marrocos,África,33.57311,-7.589843,50.53450012,Clay,245
2007-317,Amersfoort,Amersfoort,Holanda,Europa,52.156111,5.387827,6.185717583,Clay,263
2007-301,Auckland,Auckland,Nova Zelândia,Oceania,-36.850883,174.764488,11.14038277,Hard,211
2007-520,Roland Garros,Paris,França,Europa,48.856614,2.352222,54.06916046,Clay,1359
2007-316,Bastad,Bastad,Suécia,Europa,56.427389,12.847722,88.20202637,Clay,194
2007-314,Gstaad,Gstaad,Suíça,Europa,46.471759,7.286573,1402.696899,Clay,330
2007-315,Newport,Newport,EUA,América do Norte,41.490102,-71.312828,13.53820419,Grass,384
2007-311,Queen's Club,Londres,Reino Unido,Europa,51.507218,-0.127586,20.33771706,Grass,913
2007-319,Kitzbuhel,Kitzbuhel,Austria,Europa,47.449238,12.392541,906.1345215,Clay,328
2007-1536,Madrid Masters,Madri,Espanha,Europa,40.416775,-3.70379,667.6986694,Hard,599
2007-419,Indianapolis,Indianapolis,EUA,América do Norte,39.768403,-86.158068,229.4706421,Hard,465
2007-418,Washington,Washington,EUA,América do Norte,47.751074,-120.740138,938.9876099,Hard,909
2007-410,Monte Carlo Masters,Monte Carlo,Mônaco,Europa,43.740072,7.426644,110.5124283,Clay,315
2007-414,Hamburg Masters,Hamburgo,Alemanha,Europa,53.551085,9.993682,7.651072502,Clay,327
2007-416,Rome Masters,Roma,Italia,Europa,41.902784,12.496366,37.41212463,Clay,339
2007-891,Chennai,Chennai,Índia,Ásia,13.08268,80.270718,0.761829436,Hard,295
2007-3465,Mumbai,Bombaim,Índia,Ásia,19.075984,72.877656,7.55834341,Hard,262
2007-3348,New Haven,New Haven,EUA,América do Norte,41.308274,-72.927883,12.30588627,Hard,649
2007-451,Doha,Doha,Catar,Ásia,25.285447,51.53104,10.24268818,Hard,225
2007-773,Bucharest,Bucareste,Romenia,Europa,44.426767,26.102538,78.06578064,Clay,163
2007-352,Paris Masters,Paris,França,Europa,48.856614,2.352222,54.06916046,Hard,506
2007-421,Canada Masters,Toronto,Canadá,América do Norte,43.653226,-79.383184,66.05884552,Hard,672
2007-422,Cincinnati Masters,Cincinnati,EUA,América do Norte,39.103118,-84.51202,251.0748596,Hard,746
2007-423,Los Angeles,Los Angeles,EUA,América do Norte,34.052234,-118.243685,107.4480667,Hard,314
2007-424,San Jose,San Jose,EUA,América do Norte,37.338208,-121.886329,118.8428268,Hard,544
2007-425,Barcelona,Barcelona,Espanha,Europa,41.387397,2.168568,42.32268524,Clay,313
2007-429,Stockholm,Estocolmo,Suécia,Europa,59.329323,18.068581,38.17290115,Hard,526
2007-747,Beijing,Pequim,China,Ásia,39.9042,116.407396,46.6712265,Hard,215
2007-495,Dubai,Dubai,Emirados Árabes Unidos,Ásia,25.204849,55.270783,1.280532718,Hard,319
2007-468,Estoril,Estoril,Portugal,Europa,38.713315,-9.393656,3.778222322,Clay,134
2007-540,Wimbledon,Londres,Reino Unido,Europa,51.507218,-0.127586,20.33771706,Grass,2399
2007-308,Munich,Munique,Alemanha,Europa,48.135125,11.581981,523.5631714,Clay,325
2007-306,Poertschach,Poertschach,Austria,Europa,46.636549,14.139443,579.9257813,Clay,244
2007-2276,Zagreb,Zagrebe,Croácia,Europa,45.815011,15.981919,213.4449158,Carpet,574
2007-402,Memphis,Memphis,EUA,América do Norte,35.149534,-90.04898,72.96620178,Hard,516
2007-337,Vienna,Viena,Austria,Europa,48.208174,16.373819,208.9177704,Hard,340
2007-341,Metz,Metz,França,Europa,49.119309,6.175716,175.2830353,Hard,358
2007-439,Umag,Umago,Croácia,Europa,45.437206,13.525721,3.575510502,Clay,155
2007-438,Moscow,Moscou,Rússia,Europa,55.755826,37.6173,147.0406799,Hard,341
2007-807,Acapulco,Acapulco,México,América do Norte,23.634501,-102.552784,1999.349609,Clay,233
2007-475,Sopot,Sopot,Polônia,Europa,54.441581,18.560096,65.3839035,Clay,155
2007-338,Sydney,Sydney,Austrália,Oceania,-33.86882,151.209296,4.215515137,Hard,255
2007-573,Valencia,Valencia,Espanha,Europa,39.469908,-0.376288,27.05393028,Clay,172
2007-375,Lyon,Lyon,França,Europa,4.835659,45.764043,217.6715393,Carpet,605
2007-533,Costa Do Sauipe,Costa Do Sauipe,Brasil,América do Sul,-12.438033,-37.919165,4.36184597,Clay,191
2007-580,Australian Open,Melbourne,Austrália,Oceania,-37.813628,144.963058,8.406817436,Hard,2338
2007-321,Stuttgart,Stuttgart,Alemanha,Europa,48.775846,9.182932,327.8624878,Clay,259
2007-496,Marseille,Marselha,França,Europa,43.296482,5.36978,40.33418655,Hard,357
2007-329,Tokyo,Tóquio,Japão,Ásia,35.6804,139.769017,25.86968803,Hard,669
2007-328,Basel,Basel,Suíça,Europa,47.559599,7.588576,276.7791138,Hard,441
2007-407,Rotterdam,Rotterdam,Holanda,Europa,51.8820998,4.4848757,-0.519095242023468,Hard,403
2007-404,Indian Wells Masters,Indian Wells,EUA,América do Norte,33.717631,-116.340755,277.1852417,Hard,1039
2007-403,Miami Masters,Miami,EUA,América do Norte,25.7082748,-80.1611257,-0.5187706351280212,Hard,856
2007-717,Houston,Houston,EUA,América do Norte,29.760427,-95.369803,14.9013443,Clay,262
2007-1720,Bangkok,Bangkok,Tailânia,Ásia,13.756331,100.501765175.2830352783203,3.559772491,Hard,439
2007-339,Adelaide,Adelaide,Austrália,Oceania,-34.928499,138.600746,56.32033539,Hard,469
2007-433,Las Vegas,Las Vegas,EUA,América do Norte,36.169941,-115.13983,621.1883545,Hard,380
2007-499,Delray Beach,Delray Beach,EUA,América do Norte,26.462489,-80.0776647,5.067657947540283,Hard,436
2007-506,Buenos Aires,Buenos Aires,Argentina,América do Sul,-34.603684,-58.381559,7.12301302,Clay,220
2007-615,Dusseldorf,Dusseldorf,Alemanha,Europa,51.227741,6.773456,30.44205284,Clay,113
2007-605,Masters Cup 2007,Shanghai,China,Ásia,31.039904,121.3568363,4.040614604949951,Hard,119
2008-338,Sydney,Sydney,Austrália,Oceania,-33.86882,151.209296,4.215515137,Hard,341
2008-337,Vienna,Viena,Austria,Europa,48.208174,16.373819,208.9177704,Hard,318
2008-339,Adelaide,Adelaide,Austrália,Oceania,-34.928499,138.600746,56.32033539,Hard,437
2008-440,s-Hertogenbosch,Rosmalen,Holanda,Europa,51.717149,5.36081,2.25545454,Grass,401
2008-439,Umag,Umago,Croácia,Europa,45.437206,13.525721,3.575510502,Clay,130
2008-533,Costa Do Sauipe,Costa Do Sauipe,Brasil,América do Sul,-12.438033,-37.919165,4.36184597,Clay,233
2008-433,Las Vegas,Las Vegas,EUA,América do Norte,36.169941,-115.13983,621.1883545,Hard,317
2008-891,Chennai,Chennai,Índia,Ásia,13.08268,80.270718,0.761829436,Hard,288
2008-96,Beijing Olympics,Pequim,China,Ásia,39.9042,116.407396,46.6712265,Hard,623
2008-807,Acapulco,Acapulco,México,América do Norte,23.634501,-102.552784,1999.349609,Clay,264
2008-375,Lyon,Lyon,França,Europa,4.835659,45.764043,217.6715393,Carpet,568
2008-573,Valencia,Valencia,Espanha,Europa,39.469908,-0.376288,27.05393028,Clay,187
2008-773,Bucharest,Bucareste,Romenia,Europa,44.426767,26.102538,78.06578064,Clay,233
2008-500,Halle,Halle,Alemanha,Europa,51.49698,11.968803,81.90995026,Grass,468
2008-505,Vina del Mar,Vina del Mar,Chile,América do Sul,-33.015348,-71.550028,172.776062,Clay,223
2008-506,Buenos Aires,Buenos Aires,Argentina,América do Sul,-34.603684,-58.381559,7.12301302,Clay,162
2008-308,Munich,Munique,Alemanha,Europa,48.135125,11.581981,523.5631714,Clay,302
2008-306,Poertschach,Poertschach,Austria,Europa,46.636549,14.139443,579.9257813,Clay,322
2008-301,Auckland,Auckland,Nova Zelândia,Oceania,-36.850883,174.764488,11.14038277,Hard,273
2008-1536,Madrid Masters,Madri,Espanha,Europa,40.416775,-3.70379,667.6986694,Hard,643
2008-429,Stockholm,Estocolmo,Suécia,Europa,59.329323,18.068581,38.17290115,Hard,395
2008-540,Wimbledon,Londres,Reino Unido,Europa,51.507218,-0.127586,20.33771706,Grass,2574
2008-423,Los Angeles,Los Angeles,EUA,América do Norte,34.052234,-118.243685,107.4480667,Hard,250
2008-422,Cincinnati Masters,Cincinnati,EUA,América do Norte,39.103118,-84.51202,251.0748596,Hard,896
2008-421,Canada Masters,Toronto,Canadá,América do Norte,43.653226,-79.383184,66.05884552,Hard,598
2008-425,Barcelona,Barcelona,Espanha,Europa,41.387397,2.168568,42.32268524,Clay,331
2008-424,San Jose,San Jose,EUA,América do Norte,37.338208,-121.886329,118.8428268,Hard,517
2008-341,Metz,Metz,França,Europa,49.119309,6.175716,175.2830353,Hard,496
2008-1720,Bangkok,Bangkok,Tailânia,Ásia,13.756331,100.501765175.2830352783203,3.559772491,Hard,341
2008-311,Queen's Club,Londres,Reino Unido,Europa,51.507218,-0.127586,20.33771706,Grass,826
2008-315,Newport,Newport,EUA,América do Norte,41.490102,-71.312828,13.53820419,Grass,292
2008-314,Gstaad,Gstaad,Suíça,Europa,46.471759,7.286573,1402.696899,Clay,343
2008-317,Amersfoort,Amersfoort,Holanda,Europa,52.156111,5.387827,6.185717583,Clay,192
2008-316,Bastad,Bastad,Suécia,Europa,56.427389,12.847722,88.20202637,Clay,181
2008-319,Kitzbuhel,Kitzbuhel,Austria,Europa,47.449238,12.392541,906.1345215,Clay,200
2008-520,Roland Garros,Paris,França,Europa,48.856614,2.352222,54.06916046,Clay,1652
2008-418,Washington,Washington,EUA,América do Norte,47.751074,-120.740138,938.9876099,Hard,380
2008-416,Rome Masters,Roma,Italia,Europa,41.902784,12.496366,37.41212463,Clay,412
2008-414,Hamburg Masters,Hamburgo,Alemanha,Europa,53.551085,9.993682,7.651072502,Clay,387
2008-410,Monte Carlo Masters,Monte Carlo,Mônaco,Europa,43.740072,7.426644,110.5124283,Clay,314
2008-580,Australian Open,Melbourne,Austrália,Oceania,-37.813628,144.963058,8.406817436,Hard,1961
2008-419,Indianapolis,Indianapolis,EUA,América do Norte,39.768403,-86.158068,229.4706421,Hard,379
2008-747,Beijing,Pequim,China,Ásia,39.9042,116.407396,46.6712265,Hard,260
2008-468,Estoril,Estoril,Portugal,Europa,38.713315,-9.393656,3.778222322,Clay,163
2008-328,Basel,Basel,Suíça,Europa,47.559599,7.588576,276.7791138,Hard,492
2008-329,Tokyo,Tóquio,Japão,Ásia,35.6804,139.769017,25.86968803,Hard,629
2008-321,Stuttgart,Stuttgart,Alemanha,Europa,48.775846,9.182932,327.8624878,Clay,285
2008-451,Doha,Doha,Catar,Ásia,25.285447,51.53104,10.24268818,Hard,233
2008-352,Paris Masters,Paris,França,Europa,48.856614,2.352222,54.06916046,Hard,633
2008-741,Nottingham,Nottingham,Reino Unido,Europa,52.954783,-1.158109,61.28526306,Grass,420
2008-2276,Zagreb,Zagrebe,Croácia,Europa,45.815011,15.981919,213.4449158,Hard,404
2008-496,Marseille,Marselha,França,Europa,43.296482,5.36978,40.33418655,Hard,518
2008-495,Dubai,Dubai,Emirados Árabes Unidos,Ásia,25.204849,55.270783,1.280532718,Hard,370
2008-360,Casablanca,Casablanca,Marrocos,África,33.57311,-7.589843,50.53450012,Clay,288
2008-717,Houston,Houston,EUA,América do Norte,29.760427,-95.369803,14.9013443,Clay,183
2008-499,Delray Beach,Delray Beach,EUA,América do Norte,26.462489,-80.0776647,5.067657947540283,Hard,331
2008-568,St. Petersburg,São Petersburgo,Rússia,América do Norte,59.9502805,30.2894237,3.737375259399414,Hard,286
2008-560,US Open,Nova Iorque,EUA,América do Norte,40.712775,-74.005973,4.262852192,Hard,2486
2008-403,Miami Masters,Miami,EUA,América do Norte,25.7082748,-80.1611257,-0.5187706351280212,Hard,1113
2008-402,Memphis,Memphis,EUA,América do Norte,35.149534,-90.04898,72.96620178,Hard,567
2008-404,Indian Wells Masters,Indian Wells,EUA,América do Norte,33.717631,-116.340755,277.1852417,Hard,906
2008-407,Rotterdam,Rotterdam,Holanda,Europa,51.8820998,4.4848757,-0.519095242023468,Hard,402
2008-3348,New Haven,New Haven,EUA,América do Norte,41.308274,-72.927883,12.30588627,Hard,476
2008-475,Warsaw,Varsóvia,Polônia,Europa,52.229676,21.012229,101.425766,Clay,182
2008-615,Dusseldorf,Dusseldorf,Alemanha,Europa,51.227741,6.773456,30.44205284,Clay,223
2008-615,Dusseldorf,Dusseldorf,Alemanha,Europa,51.227741,6.773456,30.44205284,Clay,223
2008-605,Masters Cup 2008,Shanghai,China,Ásia,31.039904,121.3568363,4.040614604949951,Hard,161
2009-329,Tokyo,Tóquio,Japão,Ásia,35.6804,139.769017,25.86968803,Hard,427
